filing_date,cik,company_name,form_type,filing_date,accession,ticker
2016-02-12,1001463,"Acacia Diversified Holdings, Inc.",10-K,2016-02-12,0001185185-16-003668,acca
2016-03-15,1001606,BLOUNT INTERNATIONAL INC,10-K,2016-03-15,0001001606-16-000080,
2016-03-30,1001614,TENGASCO INC,10-K,2016-03-30,0001140361-16-059420,repx
2016-02-26,1001838,SOUTHERN COPPER CORP/,10-K,2016-02-26,0001104659-16-100568,scco
2016-02-17,1001902,INTEVAC INC,10-K,2016-02-17,0001193125-16-467095,ivac
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519292,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519308,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519316,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519326,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519330,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519334,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519358,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519362,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519366,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519380,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519388,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519392,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519399,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519403,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519414,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519415,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519424,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519431,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519438,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519445,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519454,
2016-03-28,1002761,AMERICREDIT FINANCIAL SERVICES INC,10-K,2016-03-28,0001193125-16-519457,
2016-02-26,1002910,AMEREN CORP,10-K,2016-02-26,0001002910-16-000205,aee
2016-03-15,1003201,"MMA CAPITAL MANAGEMENT, LLC",10-K,2016-03-15,0001144204-16-088237,mmac
2016-02-19,1003410,DUKE REALTY LIMITED PARTNERSHIP/,10-K,2016-02-19,0000783280-16-000080,
2016-03-28,1003509,AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,10-K,2016-03-28,0001193125-16-519532,
2016-02-22,1003642,IMPAX LABORATORIES INC,10-K,2016-02-22,0001437749-16-025780,
2016-03-18,1003815,BCTC IV ASSIGNOR CORP,10-K,2016-03-18,0001003815-16-000011,
2016-02-23,1004036,TANGER PROPERTIES LTD PARTNERSHIP /NC/,10-K,2016-02-23,0000899715-16-000265,
2016-02-11,1004155,AGL RESOURCES INC,10-K,2016-02-11,0001004155-16-000098,
2016-02-25,1004434,"AFFILIATED MANAGERS GROUP, INC.",10-K,2016-02-25,0001004434-16-000035,aatrl
2016-03-30,1004673,Entertainment Gaming Asia Inc.,10-K,2016-03-30,0001144204-16-091341,
2016-03-15,1004702,OCEANFIRST FINANCIAL CORP,10-K,2016-03-15,0001193125-16-504899,ocfcp
2016-03-30,1004724,"ADCARE HEALTH SYSTEMS, INC",10-K,2016-03-30,0001004724-16-000179,rhe-pa
2016-02-18,1004980,PG&E Corp,10-K,2016-02-18,0001004980-16-000065,pcgu
2016-03-30,1004989,SPAR GROUP INC,10-K,2016-03-30,0001437749-16-028672,sgrp
2016-02-18,100517,"United Continental Holdings, Inc.",10-K,2016-02-18,0001193125-16-468479,ual
2016-02-26,1005201,DEPOMED INC,10-K,2016-02-26,0001047469-16-010509,
2016-02-25,1005284,UNIVERSAL DISPLAY CORP \PA\,10-K,2016-02-25,0001005284-16-000136,oled
2016-03-11,1005409,DIME COMMUNITY BANCSHARES INC,10-K,2016-03-11,0001005409-16-000098,
2016-03-24,1005414,TOYS R US INC,10-K,2016-03-24,0001005414-16-000080,
2016-03-15,1005699,MAGICJACK VOCALTEC LTD,10-K,2016-03-15,0001178913-16-004718,
2016-02-29,1005757,CSG SYSTEMS INTERNATIONAL INC,10-K,2016-02-29,0001564590-16-013598,csgs
2016-03-15,1005817,TOMPKINS FINANCIAL CORP,10-K,2016-03-15,0001387131-16-004584,tmp
2016-03-31,1006045,IRIDEX CORP,10-K,2016-03-31,0001564590-16-015763,irix
2016-03-30,100625,SIERRA MONITOR CORP /CA/,10-K,2016-03-30,0001144204-16-091068,srmc
2016-02-29,1006269,LORAL SPACE & COMMUNICATIONS INC.,10-K,2016-02-29,0001144204-16-084790,lorl
2016-03-08,1006281,"Protalix BioTherapeutics, Inc.",10-K,2016-03-08,0001144204-16-086642,plx
2016-03-11,1006424,"BEAR STATE FINANCIAL, INC.",10-K,2016-03-11,0001437749-16-027480,
2016-03-15,1006837,"HC2 Holdings, Inc.",10-K,2016-03-15,0001006837-16-000033,hchc
2016-01-26,1007019,COFFEE HOLDING CO INC,10-K,2016-01-26,0001354488-16-005981,jva
2016-03-25,100716,UNICO AMERICAN CORP,10-K,2016-03-25,0000100716-16-000037,unam
2016-03-04,1007273,BANK OF SOUTH CAROLINA CORP,10-K,2016-03-04,0001387131-16-004470,bksc
2016-03-15,1007330,"PRGX GLOBAL, INC.",10-K,2016-03-15,0001007330-16-000014,
2016-03-14,1007587,KVH INDUSTRIES INC \DE\,10-K,2016-03-14,0001007587-16-000027,kvhi
2016-02-12,100790,UNION CARBIDE CORP /NEW/,10-K,2016-02-12,0000029915-16-000064,
2016-02-26,100826,UNION ELECTRIC CO,10-K,2016-02-26,0001002910-16-000205,uepco
2016-03-30,1008579,HIGHLANDS BANKSHARES INC /VA/,10-K,2016-03-30,0001002105-16-000157,
2016-03-04,1008654,TUPPERWARE BRANDS CORP,10-K,2016-03-04,0001008654-16-000035,tup
2016-02-29,1008848,ACORDA THERAPEUTICS INC,10-K,2016-02-29,0001008848-16-000076,acor
2016-02-05,100885,UNION PACIFIC CORP,10-K,2016-02-05,0000100885-16-000260,unp
2016-02-29,1009672,CARBO CERAMICS INC,10-K,2016-02-29,0001193125-16-482830,
2016-03-15,1009829,JAKKS PACIFIC INC,10-K,2016-03-15,0001157523-16-004933,jakk
2016-03-25,1009976,COMMERCIAL BANCSHARES INC \OH\,10-K,2016-03-25,0001144204-16-090230,
2016-03-04,1010086,SIGA TECHNOLOGIES INC,10-K,2016-03-04,0001010086-16-000019,siga
2016-02-29,1010552,POLYCOM INC,10-K,2016-02-29,0001564590-16-013635,
2016-02-29,1010612,SYKES ENTERPRISES INC,10-K,2016-02-29,0001193125-16-485321,syke
2016-03-15,1010858,FAIRMOUNT SANTROL HOLDINGS INC.,10-K,2016-03-15,0001193125-16-504836,
2016-02-29,1011006,YAHOO INC,10-K,2016-02-29,0001193125-16-483790,
2016-03-15,1011109,ACRE REALTY INVESTORS INC,10-K,2016-03-15,0001552781-16-001406,
2016-03-30,1011432,AUXILIO INC,10-K,2016-03-30,0001445866-16-001814,ctek
2016-01-29,1011452,"Medical Information Technology, Inc.",10-K,2016-01-29,0001011452-16-000020,
2016-02-25,1011509,Golden Minerals Co,10-K,2016-02-25,0001104659-16-100057,aumn
2016-02-29,1011570,KNOLL INC,10-K,2016-02-29,0001011570-16-000063,knl
2016-02-29,1011659,MUFG Americas Holdings Corp,10-K,2016-02-29,0001628280-16-011998,
2016-02-26,1011835,"MEDIVATION, INC.",10-K,2016-02-26,0001564590-16-013460,
2016-02-26,101199,UNITED FIRE GROUP INC,10-K,2016-02-26,0000101199-16-000480,ufcs
2016-02-29,1012019,RUSH ENTERPRISES INC \TX\,10-K,2016-02-29,0001437749-16-026385,rushb
2016-02-22,1012100,SEALED AIR CORP/DE,10-K,2016-02-22,0001564590-16-013004,see
2016-02-26,1012271,POST APARTMENT HOMES LP,10-K,2016-02-26,0001564590-16-013528,
2016-03-15,1012477,FLAMEL TECHNOLOGIES SA,10-K,2016-03-15,0001144204-16-088149,avdl
2016-02-29,1012569,"Energy Transfer Partners, L.P.",10-K,2016-02-29,0001012569-16-000155,
2016-02-29,1012620,GENESEE & WYOMING INC,10-K,2016-02-29,0001012620-16-000024,gwr
2016-03-03,1012771,FBL FINANCIAL GROUP INC,10-K,2016-03-03,0001012771-16-000044,ffg
2016-03-24,101295,UNITED GUARDIAN INC,10-K,2016-03-24,0001171843-16-008781,ug
2016-03-30,1013238,ARADIGM CORP,10-K,2016-03-30,0001193125-16-523464,
2016-03-15,1013272,NORWOOD FINANCIAL CORP,10-K,2016-03-15,0000946275-16-000239,nwfl
2016-02-25,1013462,ANSYS INC,10-K,2016-02-25,0001013462-16-000017,anss
2016-02-23,1013488,BJs RESTAURANTS INC,10-K,2016-02-23,0001193125-16-471871,bjri
2016-02-29,1013606,ENDOLOGIX INC /DE/,10-K,2016-02-29,0001013606-16-000208,
2016-03-29,1013706,"Wilhelmina International, Inc.",10-K,2016-03-29,0001171843-16-008877,whlm
2016-02-25,101382,UMB FINANCIAL CORP,10-K,2016-02-25,0001193125-16-477882,umbf
2016-02-25,1013857,PEGASYSTEMS INC,10-K,2016-02-25,0001193125-16-478369,pega
2016-02-29,1013871,"NRG ENERGY, INC.",10-K,2016-02-29,0001013871-16-000022,nrg
2016-03-14,1013880,TELETECH HOLDINGS INC,10-K,2016-03-14,0001558370-16-004115,ttec
2016-02-19,1013934,STRAYER EDUCATION INC,10-K,2016-02-19,0001213900-16-011094,stra
2016-03-15,1014111,IMATION CORP,10-K,2016-03-15,0001014111-16-000044,glae
2016-02-19,1014473,VERISIGN INC/CA,10-K,2016-02-19,0001014473-16-000086,vrsn
2016-03-03,1014739,"BioScrip, Inc.",10-K,2016-03-03,0001014739-16-000021,opch
2016-03-30,1014763,AMARILLO BIOSCIENCES INC,10-K,2016-03-30,0001014763-16-000029,amar
2016-03-08,1015155,CHARLES & COLVARD LTD,10-K,2016-03-08,0001140361-16-056993,cthr
2016-02-29,1015328,WINTRUST FINANCIAL CORP,10-K,2016-02-29,0001015328-16-000285,wtfcp
2016-03-30,1015383,RETROSPETTIVA INC,10-K,2016-03-30,0001079973-16-000881,powwp
2016-03-30,101538,UNITED STATES ANTIMONY CORP,10-K,2016-03-30,0001354488-16-006768,uamy
2016-02-12,1015739,AWARE INC /MA/,10-K,2016-02-12,0001571049-16-011724,awre
2016-02-24,1015780,E TRADE FINANCIAL Corp,10-K,2016-02-24,0001015780-16-000121,
2016-02-26,1016125,ULTIMATE SOFTWARE GROUP INC,10-K,2016-02-26,0001016125-16-000168,
2016-03-08,1016169,"ANTARES PHARMA, INC.",10-K,2016-03-08,0001564590-16-014226,atrs
2016-02-23,1016281,CARRIAGE SERVICES INC,10-K,2016-02-23,0001016281-16-000161,csv
2016-03-28,1016708,"RenovaCare, Inc.",10-K,2016-03-28,0001477932-16-009210,rcar
2016-03-11,1017303,TRANSACT TECHNOLOGIES INC,10-K,2016-03-11,0001017303-16-000085,tact
2016-03-28,1017480,HIBBETT SPORTS INC,10-K,2016-03-28,0001017480-16-000052,hibb
2016-03-09,1017491,"APRICUS BIOSCIENCES, INC.",10-K,2016-03-09,0001017491-16-000112,seel
2016-03-30,1017655,PAID INC,10-K,2016-03-30,0001415889-16-005382,payd
2016-03-04,1017673,DOVER MOTORSPORTS INC,10-K,2016-03-04,0001104659-16-102622,dvd
2016-02-25,101778,MARATHON OIL CORP,10-K,2016-02-25,0000101778-16-000047,mro
2016-03-14,1017793,SUN BANCORP INC /NJ/,10-K,2016-03-14,0001564590-16-014691,
2016-03-15,1017907,FIRST ACCEPTANCE CORP /DE/,10-K,2016-03-15,0001564590-16-014836,
2016-03-11,1017968,EDGEWATER TECHNOLOGY INC/DE/,10-K,2016-03-11,0001193125-16-501510,edgw
2016-02-26,1018003,INGRAM MICRO INC,10-K,2016-02-26,0001018003-16-000071,
2016-03-11,1018164,WILLIS LEASE FINANCE CORP,10-K,2016-03-11,0001558370-16-004008,wlfc
2016-02-23,1018254,UNITED DOMINION REALTY L P,10-K,2016-02-23,0000074208-16-000140,
2016-02-11,101829,UNITED TECHNOLOGIES CORP /DE/,10-K,2016-02-11,0000101829-16-000050,rtx
2016-03-15,1018399,ENTERPRISE BANCORP INC /MA/,10-K,2016-03-15,0001018399-16-000076,ebtc
2016-01-29,1018724,AMAZON COM INC,10-K,2016-01-29,0001018724-16-000172,amzn
2016-03-28,1018840,ABERCROMBIE & FITCH CO /DE/,10-K,2016-03-28,0001018840-16-000080,anf
2016-02-26,1018963,ALLEGHENY TECHNOLOGIES INC,10-K,2016-02-26,0001018963-16-000049,ati
2016-02-26,1018979,AMERISAFE INC,10-K,2016-02-26,0001193125-16-481952,amsf
2016-03-30,1019034,BIO KEY INTERNATIONAL INC,10-K,2016-03-30,0001437749-16-028706,bkyi
2016-03-30,1019272,EMPIRE RESOURCES INC /NEW/,10-K,2016-03-30,0001144204-16-091278,
2016-03-15,1019650,CENTRUE FINANCIAL CORP,10-K,2016-03-15,0001019650-16-000079,
2016-02-29,1019695,ARQULE INC,10-K,2016-02-29,0001571049-16-012340,
2016-02-16,1019737,NAVIGANT CONSULTING INC,10-K,2016-02-16,0001193125-16-463666,
2016-03-30,1019787,PURADYN FILTER TECHNOLOGIES INC,10-K,2016-03-30,0001553350-16-001803,pfti
2016-02-25,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",10-K,2016-02-25,0001558370-16-003547,pag
2016-03-11,101984,UNIVERSAL ELECTRONICS INC,10-K,2016-03-11,0000101984-16-000062,ueic
2016-03-09,1020214,CERUS CORP,10-K,2016-03-09,0001193125-16-498617,cers
2016-02-11,1020416,"MONSTER WORLDWIDE, INC.",10-K,2016-02-11,0001020416-16-000126,
2016-03-28,1020475,"GRANDPARENTS.COM, INC.",10-K,2016-03-28,0001144204-16-090678,
2016-02-26,1020569,IRON MOUNTAIN INC,10-K,2016-02-26,0001020569-16-000013,irm
2016-02-29,1020710,DXP ENTERPRISES INC,10-K,2016-02-29,0001140361-16-055589,dxpe
2016-03-18,1021270,FAMOUS DAVES OF AMERICA INC,10-K,2016-03-18,0001193125-16-510524,bbq
2016-03-30,1021435,hopTo Inc.,10-K,2016-03-30,0001493152-16-008418,hpto
2016-02-18,1021561,NU SKIN ENTERPRISES INC,10-K,2016-02-18,0001021561-16-000100,nus
2016-03-28,1021604,ON TRACK INNOVATIONS LTD,10-K,2016-03-28,0001178913-16-004887,otivf
2016-02-26,1021635,OGE ENERGY CORP.,10-K,2016-02-26,0001021635-16-000172,oge
2016-02-19,1021860,NATIONAL OILWELL VARCO INC,10-K,2016-02-19,0001193125-16-469696,nov
2016-02-26,1022079,QUEST DIAGNOSTICS INC,10-K,2016-02-26,0001022079-16-000195,dgx
2016-03-04,102212,UNIVEST CORP OF PENNSYLVANIA,10-K,2016-03-04,0000102212-16-000090,uvsp
2016-02-26,1022321,GENESIS ENERGY LP,10-K,2016-02-26,0001022321-16-000145,gel
2016-02-26,1022344,SIMON PROPERTY GROUP L P /DE/,10-K,2016-02-26,0001047469-16-010468,
2016-03-04,1022469,DELTIC TIMBER CORP,10-K,2016-03-04,0001193125-16-493389,
2016-01-27,1022505,CIPHERLOC Corp,10-K,2016-01-27,0000721748-16-000951,clok
2016-02-29,1022646,ULTRA PETROLEUM CORP,10-K,2016-02-29,0001193125-16-484243,
2016-03-15,1022652,NOVATEL WIRELESS INC,10-K,2016-03-15,0001022652-16-000089,insg
2016-02-26,1022671,STEEL DYNAMICS INC,10-K,2016-02-26,0001047469-16-010496,stld
2016-03-04,1022705,TESCO CORP,10-K,2016-03-04,0001022705-16-000054,
2016-02-23,1023024,ANI PHARMACEUTICALS INC,10-K,2016-02-23,0001144204-16-083848,anip
2016-02-26,1023128,LITHIA MOTORS INC,10-K,2016-02-26,0001437749-16-026190,lad
2016-03-01,1023291,Energy Future Holdings Corp /TX/,10-K,2016-03-01,0001023291-16-000017,
2016-02-22,1023298,alpha-En Corp,10-K,2016-02-22,0001144204-16-083493,alpe
2016-03-11,1023313,"FORRESTER RESEARCH, INC.",10-K,2016-03-11,0001564590-16-014580,forr
2016-03-10,1023364,AUTOBYTEL INC,10-K,2016-03-10,0001415889-16-005012,auto
2016-03-30,1023458,AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,10-K,2016-03-30,0000868740-16-000093,
2016-03-24,1023860,STEWARDSHIP FINANCIAL CORP,10-K,2016-03-24,0001174947-16-002333,
2016-03-10,1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.",10-K,2016-03-10,0001136261-16-000419,
2016-02-18,1024657,WEST CORP,10-K,2016-02-18,0001193125-16-468151,
2016-02-24,1024725,TENNECO INC,10-K,2016-02-24,0001024725-16-000026,ten
2016-03-01,1024795,SUN HYDRAULICS CORP,10-K,2016-03-01,0001024795-16-000051,hlio
2016-03-30,1025362,GOLDEN QUEEN MINING CO LTD,10-K,2016-03-30,0001144204-16-091646,
2016-02-26,1025378,W. P. Carey Inc.,10-K,2016-02-26,0001025378-16-000062,wpc
2016-03-11,10254,EARTHSTONE ENERGY INC,10-K,2016-03-11,0001564590-16-014606,este
2016-03-28,1025771,CHASE PACKAGING CORP,10-K,2016-03-28,0001477932-16-009195,whlt
2016-02-26,1025835,ENTERPRISE FINANCIAL SERVICES CORP,10-K,2016-02-26,0001025835-16-000102,efsc
2016-03-24,1025877,DCB FINANCIAL CORP,10-K,2016-03-24,0001144204-16-089991,
2016-02-16,1025953,"NOVATION COMPANIES, INC.",10-K,2016-02-16,0001025953-16-000180,novc
2016-02-12,1025996,KILROY REALTY CORP,10-K,2016-02-12,0001025996-16-000298,krc
2016-02-18,1026214,FEDERAL HOME LOAN MORTGAGE CORP,10-K,2016-02-18,0001026214-16-000103,fmckk
2016-03-11,1026655,CORE MOLDING TECHNOLOGIES INC,10-K,2016-03-11,0001026655-16-000044,cmt
2016-03-28,1027099,RJO GLOBAL TRUST,10-K,2016-03-28,0001185185-16-004012,
2016-03-29,1027183,FIRST SOUTH BANCORP INC /VA/,10-K,2016-03-29,0001144204-16-090870,
2016-03-01,1027207,EPIQ SYSTEMS INC,10-K,2016-03-01,0001047469-16-010631,
2016-02-24,102729,VALMONT INDUSTRIES INC,10-K,2016-02-24,0000102729-16-000009,vmi
2016-03-03,102752,VSE CORP,10-K,2016-03-03,0000102752-16-000074,vsec
2016-02-26,1027884,CHICAGO BRIDGE & IRON CO N V,10-K,2016-02-26,0001027884-16-000357,
2016-02-12,1028734,COBIZ FINANCIAL INC,10-K,2016-02-12,0001558370-16-003167,cobz
2016-03-04,1028918,PACIFIC PREMIER BANCORP INC,10-K,2016-03-04,0001028918-16-000161,ppbi
2016-03-16,1028954,SUSSEX BANCORP,10-K,2016-03-16,0001028954-16-000012,
2016-03-08,1029125,"Sun BioPharma, Inc.",10-K,2016-03-08,0001437749-16-027017,pbla
2016-03-08,1029142,DYNAVAX TECHNOLOGIES CORP,10-K,2016-03-08,0001564590-16-014217,dvaxw
2016-02-29,1029199,EURONET WORLDWIDE INC,10-K,2016-02-29,0001029199-16-000143,eeft
2016-03-30,1029581,Modsys International Ltd,10-K,2016-03-30,0001213900-16-012025,
2016-03-15,1029730,LADENBURG THALMANN FINANCIAL SERVICES INC,10-K,2016-03-15,0001029730-16-000020,ltsa
2016-01-13,1029800,URSTADT BIDDLE PROPERTIES INC,10-K,2016-01-13,0001029800-16-000052,ubp-pk
2016-03-28,1029831,HILLMAN COMPANIES INC,10-K,2016-03-28,0001628280-16-013205,hlm-p
2016-03-28,1030192,NEW JERSEY MINING CO,10-K,2016-03-28,0001052918-16-000893,njmc
2016-01-22,1030206,VASCULAR SOLUTIONS INC,10-K,2016-01-22,0001140361-16-048409,
2016-03-15,1030469,OFG BANCORP,10-K,2016-03-15,0001030469-16-000067,ofg-pb
2016-02-29,1030749,GULFMARK OFFSHORE INC,10-K,2016-02-29,0001437749-16-026374,glf
2016-03-14,1031029,"StarTek, Inc.",10-K,2016-03-14,0001031029-16-000079,srt
2016-01-19,1031093,"SILVER BULL RESOURCES, INC.",10-K,2016-01-19,0001079973-16-000755,svbl
2016-02-17,1031203,GROUP 1 AUTOMOTIVE INC,10-K,2016-02-17,0001031203-16-000045,gpi
2016-02-16,1031296,FIRSTENERGY CORP,10-K,2016-02-16,0001031296-16-000071,fe
2016-02-16,1031316,FRANKLIN STREET PROPERTIES CORP /MA/,10-K,2016-02-16,0001558370-16-003242,fsp
2016-02-25,103145,VEECO INSTRUMENTS INC,10-K,2016-02-25,0001104659-16-100036,veco
2016-03-10,1031623,GULF ISLAND FABRICATION INC,10-K,2016-03-10,0001031623-16-000018,gifi
2016-01-13,1031896,AMERICAN SOIL TECHNOLOGIES INC,10-K,2016-01-13,0001165527-16-000630,
2016-03-30,1031927,"Echo Therapeutics, Inc.",10-K,2016-03-30,0001415889-16-005383,
2016-02-26,1032033,SLM CORP,10-K,2016-02-26,0001628280-16-011844,slmbp
2016-02-26,1032208,SEMPRA ENERGY,10-K,2016-02-26,0000086521-16-000091,srea
2016-01-21,10329,BASSETT FURNITURE INDUSTRIES INC,10-K,2016-01-21,0001437749-16-023899,bset
2016-03-14,1033012,FLAGSTAR BANCORP INC,10-K,2016-03-14,0001033012-16-000110,fbc
2016-02-25,1033128,FIRST INDUSTRIAL LP,10-K,2016-02-25,0000921825-16-000037,
2016-03-02,103379,V F CORP,10-K,2016-03-02,0001193125-16-489832,vfc
2016-02-25,1033905,LUMINEX CORP,10-K,2016-02-25,0001033905-16-000128,lmnx
2016-02-26,1034054,SBA COMMUNICATIONS CORP,10-K,2016-02-26,0001034054-16-000018,sbac
2016-02-29,1034563,ICAHN ENTERPRISES HOLDINGS L.P.,10-K,2016-02-29,0000813762-16-000057,
2016-03-30,1034592,OMNICOMM SYSTEMS INC,10-K,2016-03-30,0001437749-16-028711,
2016-03-28,1034594,BAY BANKS OF VIRGINIA INC,10-K,2016-03-28,0001193125-16-519674,
2016-02-19,1034670,AUTOLIV INC,10-K,2016-02-19,0001193125-16-469305,alv
2016-03-15,1034760,WIDEPOINT CORP,10-K,2016-03-15,0001144204-16-088207,wyy
2016-03-08,1034842,RIGEL PHARMACEUTICALS INC,10-K,2016-03-08,0001558370-16-003898,rigl
2016-02-25,1035002,VALERO ENERGY CORP/TX,10-K,2016-02-25,0001035002-16-000069,vlo
2016-03-11,1035092,SHORE BANCSHARES INC,10-K,2016-03-11,0001144204-16-087416,shbi
2016-02-25,1035201,CALIFORNIA WATER SERVICE GROUP,10-K,2016-02-25,0001035201-16-000009,cwt
2016-02-29,1035216,SOUTH JERSEY GAS Co,10-K,2016-02-29,0001035216-16-000015,
2016-02-02,1035267,INTUITIVE SURGICAL INC,10-K,2016-02-02,0001035267-16-000130,isrg
2016-02-03,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,10-K,2016-02-03,0001035443-16-000136,are
2016-02-26,1035688,SELECT MEDICAL CORP,10-K,2016-02-26,0001047469-16-010467,
2016-02-25,1035748,CALLIDUS SOFTWARE INC,10-K,2016-02-25,0001035748-16-000031,
2016-03-11,1035976,FIRST NATIONAL COMMUNITY BANCORP INC,10-K,2016-03-11,0001437749-16-027473,fncb
2016-02-23,1035983,COMFORT SYSTEMS USA INC,10-K,2016-02-23,0001047469-16-010332,fix
2016-03-11,1036030,WAYNE SAVINGS BANCSHARES INC /DE/,10-K,2016-03-11,0001174947-16-002215,
2016-03-31,1036044,"Identiv, Inc.",10-K,2016-03-31,0001564590-16-015693,inve
2016-03-29,1036262,INTEST CORP,10-K,2016-03-29,0001036262-16-000039,intt
2016-02-26,103682,VIRGINIA ELECTRIC & POWER CO,10-K,2016-02-26,0001193125-16-480850,
2016-03-11,1036848,AEROCENTURY CORP,10-K,2016-03-11,0001036848-16-000082,acy
2016-02-25,1036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,10-K,2016-02-25,0001193125-16-478140,
2016-03-29,1036968,"Diadexus, Inc.",10-K,2016-03-29,0001564590-16-015516,
2016-03-03,1037016,NII HOLDINGS INC,10-K,2016-03-03,0001037016-16-000065,
2016-03-28,1037189,WESTPORT FUTURES FUND L.P.,10-K,2016-03-28,0001193125-16-519569,
2016-02-17,103730,VISHAY INTERTECHNOLOGY INC,10-K,2016-02-17,0000103730-16-000061,vsh
2016-02-12,1037390,"GRIFFIN INDUSTRIAL REALTY, INC.",10-K,2016-02-12,0001047469-16-010132,indt
2016-02-29,1037540,BOSTON PROPERTIES INC,10-K,2016-02-29,0001656423-16-000013,bxp
2016-02-04,1037646,METTLER TOLEDO INTERNATIONAL INC/,10-K,2016-02-04,0001037646-16-000043,mtd
2016-03-16,1037649,INTERLEUKIN GENETICS INC,10-K,2016-03-16,0001144204-16-088456,
2016-03-15,1037676,ARCH COAL INC,10-K,2016-03-15,0001104659-16-105176,arch
